conference,title,abstract
symp2012,Plain-Text Recovery Attacks Against Datagram TLS,"We describe an efficient and full plaintext recovery attack against the OpenSSL implementation of DTLS, and an efficient, partial plaintext recovery attack against the GnuTLS implementation of DTLS. We discuss the reasons why these implementations are insecure, drawing lessons for secure protocol design and implementation in general."
symp2012,ANDaNA: Anonymous Named Data Networking Application,"Named Data Networking (NDN) is an example of content-centric networking. While offering some privacy-friendly features, NDN also prompts certain privacy concerns. We examine NDN privacy characteristics and describe an initial approach to communication privacy: ANDaNA, an overlay that borrows some TOR concepts. We also discuss preliminary performance results."
symp2012,Persistent OSPF Attacks,"We present new OSPF attacks that exploit design vulnerabilities in the protocol specification. These new attacks can affect the Link State Advertisements (LSA) of routers not controlled by the attacker while evading the OSPF “fight-back” mechanism. As a result, an attacker can persistently control the routing tables of routers it does not control, thereby enabling the attacker to eavesdrop and modify traffic."
symp2012,You are what you like! Information leakage through users' Interests,"We show how seemingly harmless interests, such as Music interests, can leak privacy sensitive information. We infer users’ undisclosed attributes using other users’ public attributes sharing similar interests. We validate our technique on more than 110K Profiles to show that it efficiently predicts attributes that are often hidden."
symp2012,X-Vine: Secure and Pseudonymous Routing in DHTs Using Social Networks,"We present X-Vine, a protection mechanism for P2P networks that operates entirely by communicating over social network links. X-Vine is resilient to Sybil attacks, while requiring only logarithmic state per node. X-Vine also preserves the privacy of user’s social network contacts and provides a basis for pseudonymous communication."
symp2012,Towards Online Spam Filtering in Social Networks,"This paper presents an online spam filtering system to inspect messages in online social networks. We propose to use text shingling and incremental clustering to reconstruct spam messages into campaigns in real-time for classification rather than examine them individually. Accordingly, the system adopts novel features that effectively characterize spam campaigns."
symp2012,Location leaks over the GSM air interface,"University of Minnesota researchers have discovered cellular networks leaking the locations of their subscribers. Using a cheap feature phone and an open-source project, attackers listen to unencrypted broadcast messages from the towers to determine victims in the vicinity. The researchers introduce cheap and easily deployable defenses for the core network."
symp2012,Track Me If You Can: On the Effectiveness of Context-based Identifier Changes in Deployed Mobile Networks,"Location privacy is a major concern for mobile users. This work provides the first experimental evidence about the effectiveness of context-based identifier-change mechanisms in protecting users’ location privacy in currently deployed wireless systems. By means of simple probabilistic tracking algorithms in a real mobile network setting, we show that these techniques are largely ineffective in protecting location privacy of mobile users."
symp2012,"You Can Run, but You Can’t Hide: Exposing Network Location for Targeted DoS Attacks in Cellular Networks",We study how to locate online mobile devices associated with a target network location without cooperation from these devices. Such hit-list can greatly benefit many existing targeted DoS attacks such as signaling attack. Our technique relies on developing and measuring network signatures consisting of both static and dynamic features of key network elements such as Radio Network Controllers (RNCs).
symp2012,Weaponizing Femtocells: The Effect of Rogue Devices on Mobile Telecommunications,"The paper analyses the security of a commercially deployed femtocell solution. During this study several vulnerabilities have been identified, both in the configuration of the specific operator as well as the femtocell architecture. The authors continue to highlight the impact of these vulnerabilities in practice, affecting all aspects of subscriber security in 3G and operator infrastructure security."
symp2012,Privacy-preserving Logarithmic-time Search on Encrypted Data in Cloud,This paper presents a scheme supporting logarithmic-time search over encrypted data. The scheme is aimed at a cloud database environment where database owner outsources encrypted database to cloud server and later users can use search tokens and decryption keys delegated by the owner to search and decrypt matching records. Both cloud server and users learn limited information during the querying.
symp2012,Large-Scale Privacy-Preserving Mapping of Human Genomic Sequences on Hybrid Clouds,"Read mapping is a prerequisite for most human DNA analyses. This operation needs an enormous amount of computation resources and cannot be outsources to commercial clouds due to privacy concerns. In this paper, we present the first technique that makes it possible to practically map millions of sequences onto the whole genome over hybrid clouds, in a privacy-preserving manner."
symp2012,Making argument systems for outsourced computation practical (sometimes),"It has long been known that, to achieve unconditionally verifiable outsourced computation, probabilistically checkable proofs (PCPs) and argument systems offered solutions in theory but were hopeless in practice. This paper describes a system that reduces the costs of this machinery by 20 orders of magnitude, resulting in a built system for outsourced computation that is in striking distance of practical."
symp2012,Towards Practical Oblivious RAM,"We investigate techniques for making Oblivious RAM practical. We propose an O-RAM construction achieving an overhead of 20-35X, about 63 times faster than the best existing scheme. We employ a novel technique called partitioning, which allows us to break down the O-RAM problem into smaller instances. Our construction also achieves poly-logarithmic worst-case cost."
symp2012,Hubble: Transparent and Extensible Malware Analysis by Combining Hardware Virtualization and Software Emulation,Privacy Policy
symp2012,FreeMarket: Shopping for free in Android applications,Privacy Policy
symp2012,Distance Hijacking Attacks on Distance Bounding Protocols,Privacy Policy
symp2012,Throttling Tor Bandwidth Parasites,Privacy Policy
symp2012,Taking Routers Off Their Meds: Why Assumptions Of Router Stability Are Dangerous,Privacy Policy
symp2012,Newton Meets Vivaldi: Using Physical Laws to Secure Virtual Coordinate Systems,Privacy Policy
symp2012,Charm: A Framework for Rapidly Prototyping Cryptosystems,Privacy Policy
symp2012,Abuse Detection and Prevention Systems at a Large Scale Video Sharing Website,Privacy Policy
symp2012,"Access Pattern disclosure on Searchable Encryption: Ramification, Attack and Mitigation","In this paper, we present an attack model on searchable encryption protocols that exploits access pattern leakage to disclose significant amount of confidential information. Furthermore, we propose a simple noise addition based mitigation technique that can render such an inference attack significantly more difficult. Finally, we empirically justify our claim by presenting our experimental results on a real world dataset."
symp2012,"On Limitations of Designing Leakage-Resilient Password Systems: Attacks, Principals and Usability",Designing leakage-resilient password systems (LRPSs) for unaided users (e.g. against shoulder-surfing or key logger) remains a challenge today despite two decades of intensive research. This paper demonstrates that most existing LRPSs suffer from two generic attacks. We introduce five design principles accordingly and propose a quantitative analysis framework on the usability costs of LRPSs.
