conference,title,abstract
symp2010,Server-side Verification of Client Behavior in Online Games,"Online gaming is a lucrative and growing industry, butone that is slowed by cheating that compromises the gamingexperience and hence drives away players (and revenues).In this paper we develop a technique by which game de-velopers can enable game operators to validate the behav-ior of game clients as being consistent with valid execu-tion of the sanctioned client software. Our technique em-ploys symbolic execution of the client software to extractconstraints on client-side state implied by each client-to-server message, and then uses constraint solving to deter-mine whether the sequence of client-to-server messages canbe “explained” by any possible user inputs, in light of theserver-to-client messages already received. The requisiteconstraints and solving components can be developed ei-ther simultaneously with the game or retroactively for ex-isting games. We demonstrate our approach in two casestudies: one of the open-source game XPilot, and one of agame similar to Pac-Man of our own design."
symp2010,Defeating Vanish with Low-Cost Sybil Attacks Against Large DHTs,"Researchers at the University of Washington recently pro-posed Vanish [20], a system for creating messages that au-tomatically “self-destruct” after a period of time. Vanishworks by encrypting each message with a random key andstoring shares of the key in a large, public distributed hashtable (DHT). DHTs expunge data older than a certain age;after this happens to the key shares, the key is permanentlylost, and the encrypted data is permanently unreadable. Van-ish is an interesting approach to an important privacy prob-lem, but, in its current form, it is insecure. In this paper,we defeat the deployed Vanish implementation, explain howthe original paper’s security analysis is flawed, and drawlessons for future system designs.We present two Sybil attacks against the current Van-ish implementation, which stores its encryption keys in themillion-node Vuze BitTorrent DHT. These attacks work bycontinuously crawling the DHT and saving each stored valuebefore it ages out. They can efficiently recover keys for morethan 99% of Vanish messages. We show that the dominantcost of these attacks is network data transfer, not memory us-age as the Vanish authors expected, and that the total cost istwo orders of magnitude less than they estimated. While weconsider potential defenses, we conclude that public DHTslike Vuze probably cannot provide strong security for Vanish.† Both authors contributed equally."
symp2010,Stealth DoS Attacks on Secure Channels,"We initiate study of the use of ‘secure tunnel’ proto-cols, specifically IPsec, and its availability and perfor-mance guarantees to higher-layer protocols, in particularTCP, against Denial/Degradation of Service (DoS) attacks.IPsec is designed to provide privacy and authenticationagainst MITM attackers, and employs an anti-replay mech-anism to ensure performance. For our analysis, we definea new family of adversaries, the stealth denial and degra-dation of service (DoS) adversaries. These adversaries areweaker than the classical MITM adversary, and may be ofinterest in other works. We analyse their ability to launch(DoS) attacks on secure channels, and show realistic am-plification attacks, disrupting TCP communication over se-cure VPNs using IPsec. In particular, we show that anti-replay mechanism is critical for performance by launchinga DoS attack on communication over IPsec without anti-replay window. We present attacks exploiting insufficientIPsec anti-replay window size, and show how to calculatecorrect window size. Finally we present attacks on IPsecwith correctly adjusted anti-replay window size thus show-ing that even large anti-replay window does not ensure per-formance to TCP flows. We then suggest a fix to TCP inIPsec gateway designed to prevent the above attacks, andto provide secure channel immune to degradation and otherDoS attacks. Our solution involves changes (only) to thesending gateway machines running IPsec. In addition totheir practical importance, our results also raise the chal-lenge of formally defining secure channels immune to DoSand degradation attacks, and providing provably-secure im-plementations.∗Amir.Herzberg@gmail.com†Haya.Shulman@gmail.com1."
symp2010,Protecting Browsers from Extension Vulnerabilities,"Browser extensions are remarkably popular, with one inthree Firefox users running at least one extension. Althoughwell-intentioned, extension developers are often not securityexperts and write buggy code that can be exploited by ma-licious web site operators. In the Firefox extension system,these exploits are dangerous because extensions run withthe user’s full privileges and can read and write arbitraryfiles and launch new processes. In this paper, we analyze25 popular Firefox extensions and find that 88% of theseextensions need less than the full set of available privileges.Additionally, we find that 76% of these extensions use un-necessarily powerful APIs, making it difficult to reduce theirprivileges. We propose a new browser extension system thatimproves security by using least privilege, privilege separa-tion, and strong isolation. Our system limits the misdeedsan attacker can perform through an extension vulnerabil-ity. Our design has been adopted as the Google Chromeextension system."
symp2010,Adnostic: Privacy Preserving Targeted Advertising,"Online behavioral advertising (OBA) refers to the prac-tice of tracking users across web sites in order to infer userinterests and preferences. These interests and preferencesare then used for selecting ads to present to the user. Thereis great concern that behavioral advertising in its presentform infringes on user privacy. The resulting public de-bate — which includes consumer advocacy organizations,professional associations, and government agencies — ispremised on the notion that OBA and privacy are inherentlyin conflict.In this paper we propose a practical architecture thatenables targeting without compromising user privacy. Be-havioral profiling and targeting in our system takes place inthe user’s browser. We discuss the effectiveness of the sys-tem as well as potential social engineering and web-basedattacks on the architecture. One complication is billing; ad-networks must bill the correct advertiser without knowingwhich ad was displayed to the user. We propose an efficientcryptographic billing system that directly solves the prob-lem. We implemented the core targeting system as a Firefoxextension and report on its effectiveness."
symp2010,FLAX: Systematic Discovery of Client-side Validation Vulnerabilities in Rich Web Applications,"The complexity of the client-side components of webapplications has exploded with the increase in popularityof web 2.0 applications. Today, traditional desktop ap-plications, such as document viewers, presentation toolsand chat applications are commonly available as onlineJavaScript applications.Previous research on web vulnerabilities has primarilyconcentrated on flaws in the server-side components of webapplications. This paper highlights a new class of vulnera-bilities, which we term client-side validation (or CSV) vul-nerabilities. CSV vulnerabilities arise from unsafe usage ofuntrusted data in the client-side code of the web applica-tion that is typically written in JavaScript. In this paper,we demonstrate that they can result in a broad spectrum ofattacks. Our work provides empirical evidence that CSVvulnerabilities are not merely conceptual but are prevalentin today’s web applications.We propose dynamic analysis techniques to systemati-cally discover vulnerabilities of this class. The techniquesare light-weight, efficient, and have no false positives. Weimplement our techniques in a prototype tool called FLAX,which scales to real-world applications and has discovered11 vulnerabilities in the wild so far."
symp2010,Effective Anomaly Detection with Scarce Training Data,"Learning-based anomaly detection has proven to bean effective black-box technique for detecting unknownattacks. However, the effectiveness of this techniquecrucially depends upon both the quality and the com-pleteness of the training data. Unfortunately, in mostcases, the traffic to the system (e.g., a web applica-tion or daemon process) protected by an anomaly de-tector is not uniformly distributed. Therefore, somecomponents (e.g., authentication, payments, or contentpublishing) might not be exercised enough to train ananomaly detection system in a reasonable time frame.This is of particular importance in real-world settings,where anomaly detection systems are deployed with lit-tle or no manual configuration, and they are expected toautomatically learn the normal behavior of a system todetect or block attacks.In this work, we first demonstrate that the featuresutilized to train a learning-based detector can be se-mantically grouped, and that features of the same grouptend to induce similar models. Therefore, we proposeaddressing local training data deficiencies by exploitingclustering techniques to construct a knowledge base ofwell-trained models that can be utilized in case of un-dertraining. Our approach, which is independent of theparticular type of anomaly detector employed, is vali-dated using the realistic case of a learning-based systemprotecting a pool of web servers running several webapplications such as blogs, forums, or Web services. Werun our experiments on a real-world data set containingover 58 million HTTP requests to more than 36,000 dis-tinct web application components. The results show thatby using the proposed solution, it is possible to achieveeffective attack detection even with scarce training data.Keywords: Anomaly detection, training data, web appli-cation."
symp2010,Large-Scale Automatic Classification of Phishing Pages,"Phishing websites, fraudulent sites that impersonate atrusted third party to gain access to private data, continueto cost Internet users over a billion dollars each year. Inthis paper, we describe the design and performance char-acteristics of a scalable machine learning classifier we de-veloped to detect phishing websites. We use this classifierto maintain Google’s phishing blacklist automatically. Ourclassifier analyzes millions of pages a day, examining theURL and the contents of a page to determine whether ornot a page is phishing. Unlike previous work in this field,we train the classifier on a noisy dataset consisting of mil-lions of samples from previously collected live classificationdata. Despite the noise in the training data, our classifierlearns a robust model for identifying phishing pages whichcorrectly classifies more than 90% of phishing pages sev-eral weeks after training concludes."
symp2010,A Systematic Characterization of IM Threats using Honeypots,"The popularity of instant messaging (IM) services hasrecently attracted the interest of attackers that try to sendmalicious URLs or files to the contact lists of compro-mised instant messaging accounts or clients. This workfocuses on a systematic characterization of IM threatsbased on the information collected by HoneyBuddy, ahoneypot-like infrastructure for detecting malicious ac-tivities in IM networks. HoneyBuddy finds and addscontacts to its honeypot messengers by querying pop-ular search engines for IM contacts or by advertisingits accounts on contact finder sites. Our deploymenthas shown that with over six thousand contacts we cangather between 50 and 110 malicious URLs per day aswell as executables. Our experiments show that 21% ofour collected executable samples were not gathered byother malware collection infrastructures, while 93% ofthe identified IM phishing domains were not recorded bypopular blacklist mechanisms. Furthermore, our find-ings show that the malicious domains are hosted bya limited number of hosts that remain practically un-changed throughout time."
symp2010,On Network-level Clusters for Spam Detection,"IP-based blacklist is an effective way to filter spamemails. However, building and maintaining individualIP addresses in the blacklist is difficult, as new mali-cious hosts continuously appear and their IP addressesmay also change over time. To mitigate this problem,researchers have proposed to replace individual IP ad-dresses in the blacklist with IP clusters, e.g., BGP clus-ters. In this paper, we closely examine the accuracy ofIP-cluster-based approaches to understand their effec-tiveness and fundamental limitations. Based on suchunderstanding, we propose and implement a new clus-tering approach that considers both network origin andDNS information, and incorporate it with SpamAssas-sin, a popular spam filtering system widely used today.Applying our approach to a 7-month email trace col-lected at a large university department, we can reducethe false negative rate by 50% compared with directlyapplying various public IP-based blacklists without in-creasing the false positive rate. Furthermore, using hon-eypot email accounts and real user accounts, we showthat our approach can capture 30% - 50% of the spamemails that slip through SpamAssassin today."
symp2010,Improving Spam Blacklisting Through Dynamic Thresholding and Speculative Aggregation,"Unsolicited bulk e-mail (UBE) or spam constitutes a sig-nificant fraction of all e-mail connection attempts and rou-tinely frustrates users, consumes resources, and serves asan infection vector for malicious software. In an effort toscalably and effectively reduce the impact of these e-mails,e-mail system designers have increasingly turned to black-listing. Blacklisting (blackholing, block listing) is a form ofcourse-grained, reputation-based, dynamic policy enforce-ment in which real-time feeds of spam sending hosts are sentto networks so that the e-mail from these hosts may be re-jected. Unfortunately, current spam blacklist services arehighly inaccurate and exhibit both false positives and sig-nificant false negatives. In this paper, we explore the rootcauses of blacklist inaccuracy and show that the trend to-ward stealthier spam exacerbates the existing tension be-tween false positives and false negatives when assigningspamming IP reputation. We argue that to relieve this ten-sion, global aggregation and reputation assignment shouldbe replaced with local aggregation and reputation assign-ment, utilizing preexisting global spam collection, with theaddition of local usage, policy, and reachability informa-tion. We propose two specific techniques based on thispremise, dynamic thresholding and speculative aggregation,whose goal is to improve the accuracy of blacklist genera-tion. We evaluate the performance and accuracy of thesesolutions in the context of our own deployment consisting of2.5 million production e-mails and 14 million e-mails fromspamtraps deployed in 11 domains over a month-long pe-riod. We show that the proposed approaches significantlyimprove the false positive and false negative rates whencompared to existing approaches."
