conference,title,abstract
symp2011,Soundcomber: A Stealthy and Context-Aware Sound Trojan for Smartphones,"We explore the threat of smartphone malware with ac-cess to on-board sensors, which opens new avenues for il-licit collection of private information. While existing workshows that such “sensory malware” can convey raw sen-sor data (e.g., video and audio) to a remote server, theseapproaches lack stealthiness, incur significant communica-tion and computation overhead during data transmissionand processing, and can easily be defeated by existing pro-tections like denying installation of applications with ac-cess to both sensitive sensors and the network. We presentSoundcomber, a Trojan with few and innocuous permis-sions, that can extract a small amount of targeted privateinformation from the audio sensor of the phone. Usingtargeted profiles for context-aware analysis, Soundcomberintelligently “pulls out” sensitive data such as credit cardand PIN numbers from both tone- and speech-based inter-action with phone menu systems. Soundcomber performsefficient, stealthy local extraction, thereby greatly reducingthe communication cost for delivering stolen data. Sound-comber automatically infers the destination phone numberby analyzing audio, circumvents known security defenses,and conveys information remotely without direct networkaccess. We also design and implement a defensive architec-ture that foils Soundcomber, identify new covert channelsspecific to smartphones, and provide a video demonstrationof Soundcomber."
symp2011,A Security API for Distributed Social Networks,"We present a cryptographic framework to achieve accesscontrol, privacy of social relations, secrecy of resources,and anonymity of users in social networks. We illustrateour technique on a core API for social networking, whichincludes methods for establishing social relations and forsharing resources. The cryptographic protocols implement-ing these methods use pseudonyms to hide user identi-ties, signatures on these pseudonyms to establish social re-lations, and zero-knowledge proofs of knowledge of suchsignatures to demonstrate the existence of social relationswithout sacrificing user anonymity. As we do not put anyconstraints on the underlying social network, our frame-work is generally applicable and, in particular, constitutesan ideal plug-in for decentralized social networks.We analyzed the security of our protocols by developingformal definitions of the aforementioned security propertiesand by verifying them using ProVerif, an automated theo-rem prover for cryptographic protocols. Finally, we built aprototypical implementation and conducted an experimen-tal evaluation to demonstrate the efficiency and the scala-bility of our framework."
symp2011,Location Privacy via Private Proximity Testing,We study privacy-preserving tests for proximity: Alicecan test if she is close to Bob without either party reveal-ing any other information about their location. We describeseveral secure protocols that support private proximity test-ing at various levels of granularity. We study the use of“location tags” generated from the physical environmentin order to strengthen the security of proximity testing. Weimplemented our system on the Android platform and re-port on its effectiveness. Our system uses a social network(Facebook) to manage user public keys.
symp2011,Relay Attacks on Passive Keyless Entry and Start Systems in Modern Cars,"We demonstrate relay attacks on Passive Keyless Entryand Start (PKES) systems used in modern cars. We buildtwo efficient and inexpensive attack realizations, wired andwireless physical-layer relays, that allow the attacker to en-ter and start a car by relaying messages between the carand the smart key. Our relays are completely independentof the modulation, protocol, or presence of strong authenti-cation and encryption. We perform an extensive evaluationon 10 car models from 8 manufacturers. Our results showthat relaying the signal in one direction only (from the carto the key) is sufficient to perform the attack while the truedistance between the key and car remains large (tested upto 50 meters, non line-of-sight). We also show that, withour setup, the smart key can be excited from up to 8 meters.This removes the need for the attacker to get close to thekey in order to establish the relay. We further analyze anddiscuss critical system characteristics. Given the generalityof the relay attack and the number of evaluated systems, itis likely that all PKES systems based on similar designs arealso vulnerable to the same attack. Finally, we propose im-mediate mitigation measures that minimize the risk of relayattacks as well as recent solutions that may prevent relayattacks while preserving the convenience of use, for whichPKES systems were initially introduced."
symp2011,Using Classification to Protect the Integrity of Spectrum Measurements in White Space Networks,Privacy Policy
symp2011,Good Neighbor: Ad hoc Pairing of Nearby Wireless Devices by Multiple Antennas,"The proliferation of personal wireless devices requiressecure connection between them. While it is easy to se-curely pair electronic devices by wires, it is very challeng-ing to pair them wirelessly when they have no prior asso-ciation. We propose Good Neighbor, a novel scheme thatsecurely pairs nearby wireless devices by exploiting mul-tiple antennas built in them. Our scheme requires neithershared secrets nor out-of-band channels (e.g., audio, vi-sual, keyboard, etc.) between the pairing devices. It onlyrequires that the receiver has multiple antennas and thatthe sender can be placed nearby the receiver. Our schemeis based on the propagation characteristic of the wirelesssignal that the power of the received signal is inverselyproportional to some exponent of the distance between thesender and receiver. When a nearby sender moves veryclose to one antenna on the receiver, the receiver can ob-serve a large difference between the signal strength mea-sured on its two antennas, whereas a faraway sender wouldbe unable to induce such a large difference. We validateour scheme through theoretical analysis and experimentalmeasurements. We discuss the factors that may affect ourscheme — including antenna gain, received signal strength(RSS) saturation, dynamic rate adaptation, and multipatheffects — and how to mitigate them. Finally, we demon-strate the practicality of our scheme by implementing andevaluating a prototype."
symp2011,Practical Protection of Kernel Integrity for Commodity OS from Untrusted Extensions,"Kernel extensions are widely used by attackers to com-promise the operating system kernel. With the presence ofvarious untrusted extensions, it remains a challenging prob-lem to comprehensively preserve the integrity of OS kernelsin a practical and generic way. In this paper, we presentHUKO, a hypervisor-based integrity protection system de-signed to protect commodity OS kernels from untrusted ex-tensions. In HUKO system, untrusted kernel extensions cansafely run to provide desired functionalities. The behaviorsof untrusted extensions, however, are confined by manda-tory access control policies, which significantly limit theattacker’s ability to compromise the integrity of the ker-nel. To guarantee multi-aspect protection and enforcement,HUKO leverages hardware assisted paging to transparentlyisolate untrusted extensions from the OS kernel. Moreover,HUKO overcomes the challenge of mediation overhead byintroducing a novel design named subject-aware protectionstate transition to eliminate unnecessary privilege transi-tions caused by mediating allowed accesses. Our approachis practical because it requires little change for either OSkernel or extensions, and it can inherently support multiplecommodity operating systems and legacy extensions. Wehave implemented a prototype of HUKO based on the opensource Xen hypervisor. The evaluation results show thatHUKO can comprehensively protect the integrity for bothLinux and Windows kernel from various kinds of maliciousextensions with an acceptable performance cost."
symp2011,Efficient Monitoring of Untrusted Kernel-Mode Execution,"Recent malware instances execute completely in thekernel as drivers; they do not contain any user-level ma-licious processes. This design evades the system callmonitoring used by many software security solutions, in-cluding malware analyzers and host-based intrusion de-tectors that track only user-level processes. To trace thebehavior of kernel malware instances, we design and im-plement a hypervisor-based system called Gateway thatmonitors kernel APIs invoked by drivers. Gateway cre-ates a hardened, non-bypassable monitoring interfaceby isolating drivers in an address space separate fromthe kernel. To overcome the performance degradationintroduced by switches between these separate addressspaces, our design rewrites binary kernel and drivercode at runtime and generates new code on demand tooptimize the address space transition speed. Our exper-imental measurements show performance overheads of10% or better, with many overheads less than 1%. Oursecurity evaluation shows that Gateway is able to mon-itor all kernel APIs invoked by malicious drivers acrossits non-bypassable interface."
symp2011,SigGraph: Brute Force Scanning of Kernel Data Structure Instances Using Graph-based Signatures,"Brute force scanning of kernel memory images for find-ing kernel data structure instances is an important func-tion in many computer security and forensics applications.Brute force scanning requires effective, robust signatures ofkernel data structures. Existing approaches often use thevalue invariants of certain fields as data structure signa-tures. However, they do not fully exploit the rich points-to relations between kernel data structures. In this pa-per, we show that such points-to relations can be lever-aged to generate graph-based structural invariant signa-tures. More specifically, we develop SigGraph, a frame-work that systematically generates non-isomorphic signa-tures for data structures in an OS kernel. Each signatureis a graph rooted at a subject data structure with its edgesreflecting the points-to relations with other data structures.Our experiments with a range of Linux kernels show thatSigGraph-based signatures achieve high accuracy in recog-nizing kernel data structure instances via brute force scan-ning. We further show that SigGraph achieves better robust-ness against pointer value anomalies and corruptions, with-out requiring global memory mapping and object reachabil-ity. We demonstrate that SigGraph can be applied to kernelmemory forensics, kernel rootkit detection, and kernel ver-sion inference."
symp2011,Losing Control of the Internet: Using the Data Plane to Attack the Control Plane,"In this work, we introduce the Coordinated Cross PlaneSession Termination, or CXPST, attack, a distributed denialof service attack that attacks the control plane of the In-ternet. CXPST extends previous work that demonstrates avulnerability in routers that allows an adversary to discon-nect a pair of routers using only data plane traffic. By care-fully choosing BGP sessions to terminate, CXPST generatesa surge of BGP updates that are seen by nearly all corerouters on the Internet. This surge of updates surpasses thecomputational capacity of affected routers, crippling theirability to make routing decisions.In this paper we show how an adversary can attack mul-tiple BGP sessions simultaneously and measure the impactthese session failures have on the control plane of the In-ternet. We directly simulate the BGP activity resulting fromthis attack and compute the impact those messages have onrouter processing loads. Through simulations we show thatbotnets on the order of 250, 000 nodes can increase process-ing delays from orders of microseconds to orders of hours.We also propose and validate a defense against CXPST.Through simulation we demonstrate that current defensesare insufficient to stop CXPST. We propose an alternative,low cost, defense that is successful against CXPST, even ifonly the top 10% of Autonomous Systems by degree deployit. Additionally, we consider more long term defenses thatstop not only CXPST, but similar attacks as well."
