conference,title,abstract,keywords
IEEE Security and Privacy 2011,Phonotactic Reconstruction of Encrypted VoIP Conversations: Hookt on Fon-iks,"In this work, we unveil new privacy threats against Voice-over-IP (VoIP) communications. Although prior work has shown that the interaction of variable bit-rate codecs and length-preserving stream ciphers leaks information, we show that the threat is more serious than previously thought. In particular, we derive approximate transcripts of encrypted VoIP conversations by segmenting an observed packet stream into subsequences representing individual phonemes and classifying those subsequences by the phonemes they encode. Drawing on insights from the computational linguistics and speech recognition communities, we apply novel techniques for unmasking parts of the conversation. We believe our ability to do so underscores the importance of designing secure (yet efficient) ways to protect the confidentiality of VoIP conversations.","computer network security, Internet telephony, phonotactic reconstruction, encrypted VoIP conversations, Hookt on Fon-iks, privacy threats, Voice-over-IP, bitrate codecs, packet stream, computational linguistics, speech recognition communities, Speech, Cryptography, Hidden Markov models, Speech coding, Pragmatics, Codecs, Privacy,"
IEEE Security and Privacy 2011,The Failure of Noise-Based Non-continuous Audio Captchas,"CAPTCHAs, which are automated tests intended to distinguish humans from programs, are used on many web sites to prevent bot-based account creation and spam. To avoid imposing undue user friction, CAPTCHAs must be easy for humans and difficult for machines. However, the scientific basis for successful CAPTCHA design is still emerging. This paper examines the widely used class of audio CAPTCHAs based on distorting non-continuous speech with certain classes of noise and demonstrates that virtually all current schemes, including ones from Microsoft, Yahoo, and eBay, are easily broken. More generally, we describe a set of fundamental techniques, packaged together in our Decaptcha system, that effectively defeat a wide class of audio CAPTCHAs based on non-continuous speech. Decaptcha's performance on actual observed and synthetic CAPTCHAs indicates that such speech CAPTCHAs are inherently weak and, because of the importance of audio for various classes of users, alternative audio CAPTCHAs must be developed.","audio signal processing, security of data, speech processing, Web sites, noise-based non-continuous audio CAPTCHA, web sites, bot-based account creation, Noise, Humans, Training, Discrete Fourier transforms, Cepstrum, Semantics, Speech,"
IEEE Security and Privacy 2011,Using Fingerprint Authentication to Reduce System Security: An Empirical Study,"Choosing the security architecture and policies for a system is a demanding task that must be informed by an understanding of user behavior. We investigate the hypothesis that adding visible security features to a system increases user confidence in the security of a system and thereby causes users to reduce how much effort they spend in other security areas. In our study, 96 volunteers each created a pair of accounts, one secured only by a password and one secured by both a password and a fingerprint reader. Our results strongly support our hypothesis - on average. When using the fingerprint reader, users created passwords that would take one three-thousandth as long to break, thereby potentially negating the advantage two-factor authentication could have offered.","authorisation, fingerprint identification, fingerprint authentication, system security reduction, security architecture, user behavior, user confidence, fingerprint reader, Markov processes, Entropy, Authentication, Frequency measurement, Complexity theory, user study, security policy, risk compensation, two-factor authentication,"
IEEE Security and Privacy 2011,Silencing Hardware Backdoors,"Hardware components can contain hidden backdoors, which can be enabled with catastrophic effects or for ill-gotten profit. These backdoors can be inserted by a malicious insider on the design team or a third-party IP provider. In this paper, we propose techniques that allow us to build trustworthy hardware systems from components designed by untrusted designers or procured from untrusted third-party IP providers. We present the first solution for disabling digital, design-level hardware backdoors. The principle is that rather than try to discover the malicious logic in the design -- an extremely hard problem -- we make the backdoor design problem itself intractable to the attacker. The key idea is to scramble inputs that are supplied to the hardware units at runtime, making it infeasible for malicious components to acquire the information they need to perform malicious actions. We show that the proposed techniques cover the attack space of deterministic, digital HDL backdoors, provide probabilistic security guarantees, and can be applied to a wide variety of hardware components. Our evaluation with the SPEC 2006 benchmarks shows negligible performance loss (less than 1% on average) and that our techniques can be integrated into contemporary microprocessor designs.","computer network security, IP networks, silencing hardware backdoors, hardware components, hidden backdoors, catastrophic effects, illgotten profit, malicious insider, IP provider, trustworthy hardware systems, malicious logic, hardware units, malicious components, HDL backdoors, probabilistic security, microprocessor designs, Hardware, Security, Hardware design languages, Testing, Nonvolatile memory, System-on-a-chip, Microprocessors, hardware, security, performance, backdoors, triggers, obfuscation,"
IEEE Security and Privacy 2011,Defeating UCI: Building Stealthy and Malicious Hardware,"In previous work Hicks et al. proposed a method called Unused Circuit Identification (UCI) for detecting malicious backdoors hidden in circuits at design time. The UCI algorithm essentially looks for portions of the circuit that go unused during design-time testing and flags them as potentially malicious. In this paper we construct circuits that have malicious behavior, but that would evade detection by the UCI algorithm and still pass design-time test cases. To enable our search for such circuits, we define one class of malicious circuits and perform a bounded exhaustive enumeration of all circuits in that class. Our approach is simple and straight forward, yet it proves to be effective at finding circuits that can thwart UCI. We use the results of our search to construct a practical attack on an open-source processor. Our malicious backdoor allows any user-level program running on the processor to enter supervisor mode through the use of a secret â knock. We close with a discussion on what we see as a major challenge facing any future design-time malicious hardware detection scheme: identifying a sufficient class of malicious circuits to defend against.","invasive software, unused circuit identification, UCI, malicious hardware, design-time testing, user-level program, malicious hardware detection scheme, malicious behavior, malicious circuits, open-source processor, Logic gates, Hardware, Testing, Algorithm design and analysis, Wires, Open source software, Security, hardware, security, attack,"
IEEE Security and Privacy 2011,Formalizing Anonymous Blacklisting Systems,"Anonymous communications networks, such as Tor, help to solve the real and important problem of enabling users to communicate privately over the Internet. However, in doing so, anonymous communications networks introduce an entirely new problem for the service providers - such as websites, IRC networks or mail servers - with which these users interact, in particular, since all anonymous users look alike, there is no way for the service providers to hold individual misbehaving anonymous users accountable for their actions. Recent research efforts have focused on using anonymous blacklisting systems (which are sometimes called anonymous revocation systems) to empower service providers with the ability to revoke access from abusive anonymous users. In contrast to revocable anonymity systems, which enable some trusted third party to deanonymize users, anonymous blacklisting systems provide users with a way to authenticate anonymously with a service provider, while enabling the service provider to revoke access from any users that misbehave, without revealing their identities. In this paper, we introduce the anonymous blacklisting problem and survey the literature on anonymous blacklisting systems, comparing and contrasting the architecture of various existing schemes, and discussing the tradeoffs inherent with each design. The literature on anonymous blacklisting systems lacks a unified set of definitions, each scheme operates under different trust assumptions and provides different security and privacy guarantees. Therefore, before we discuss the existing approaches in detail, we first propose a formal definition for anonymous blacklisting systems, and a set of security and privacy properties that these systems should possess. We also outline a set of new performance requirements that anonymous blacklisting systems should satisfy to maximize their potential for real-world adoption, and give formal definitions for several optional features already supported by some schemes in the literature.","computer network security, Internet, formalizing anonymous blacklisting systems, anonymous communications networks, Internet, service providers, IRC networks, mail servers, anonymous blacklisting systems, anonymous revocation systems, abusive anonymous users, service provider, trust assumptions, privacy properties, real-world adoption, Authentication, Protocols, Privacy, Relays, Internet, Resistance, privacy enhancing technologies, anonymity, authentication, anonymous blacklisting, privacy-enhanced revocation,"
IEEE Security and Privacy 2011,Mobile Security Catching Up? Revealing the Nuts and Bolts of the Security of Mobile Devices,"We are currently moving from the Internet society to a mobile society where more and more access to information is done by previously dumb phones. For example, the number of mobile phones using a full blown OS has risen to nearly 200% from Q3/2009 to Q3/2010. As a result, mobile security is no longer immanent, but imperative. This survey paper provides a concise overview of mobile network security, attack vectors using the back end system and the web browser, but also the hardware layer and the user as attack enabler. We show differences and similarities between ""normal"" security and mobile security, and draw conclusions for further research opportunities in this area.","Internet, mobile computing, security of data, mobile devices, Internet society, mobile network security, Web browser, nuts, bolts, Mobile communication, Security, Smart phones, Mobile computing, Operating systems, Computers, mobile security, smartphones, survey,"
IEEE Security and Privacy 2011,Verified Security for Browser Extensions,"Popup blocking, form filling, and many other features of modern web browsers were first introduced as third-party extensions. New extensions continue to enrich browsers in unanticipated ways. However, powerful extensions require capabilities, such as cross-domain network access and local storage, which, if used improperly, pose a security risk. Several browsers try to limit extension capabilities, but an empirical survey we conducted shows that many extensions are over-privileged under existing mechanisms. This paper presents \ibex, a new framework for authoring, analyzing, verifying, and deploying secure browser extensions. Our approach is based on using type-safe, high-level languages to program extensions against an API providing access to a variety of browser features. We propose using Data log to specify fine-grained access control and dataflow policies to limit the ways in which an extension can use this API, thus restricting its privilege over security-sensitive web content and browser resources. We formalize the semantics of policies in terms of a safety property on the execution of extensions and develop a verification methodology that allows us to statically check extensions for policy compliance. Additionally, we provide visualization tools to assist with policy analysis, and compilers to translate extension source code to either. NET byte code or JavaScript, facilitating cross-browser deployment of extensions. We evaluate our work by implementing and verifying~\NumExt extensions with a diverse set of features and security policies. We deploy our extensions in Internet Explorer, Chrome, Fire fox, and a new experimental HTML5 platform called C3. In so doing, we demonstrate the versatility and effectiveness of our approach.","application program interfaces, data visualisation, online front-ends, program compilers, security of data, browser extensions, verified security, high-level languages, program extensions, API, data log, access control, security-sensitive Web content, visualization tools, policy analysis, compilers, Browsers, Security, Fires, Web pages, History, Internet, security, verification, type system, policy languages, web browsers, extensions,"
IEEE Security and Privacy 2011,RePriv: Re-imagining Content Personalization and In-browser Privacy,"We present RePriv, a system that combines the goals of privacy and content personalization in the browser. RePriv discovers user interests and shares them with third parties, but only with an explicit permission of the user. We demonstrate how always-on user interest mining can effectively infer user interests in a real browser. We go on to discuss an extension framework that allows third-party code to extract and disseminate more detailed information, as well as language-based techniques for verifying the absence of privacy leaks in this untrusted code. To demonstrate the effectiveness of our model, we present RePriv extensions that perform personalization for Netflix, Twitter, Bing, and Get Glue. This paper evaluates important aspects of RePriv in realistic scenarios. We show that RePriv's default in-browser mining can be done with no noticeable overhead to normal browsing, and that the results it produces converge quickly. We demonstrate that RePriv personalization yields higher quality results than those that maybe obtained about the user from public sources. We then go onto show similar results for each of our case studies: that RePrivenables high-quality personalization, as shown by cases studies in news and search result personalization we evaluated on thousands of instances, and that the performance impact each case has on the browser is minimal. We conclude that personalized content and individual privacy on the web are not mutually exclusive.","data privacy, online front-ends, social networking (online), RePriv, reimagining content personalization, inbrowser privacy, content personalization, privacy personalization, extension framework, language based techniques, untrusted code, RePriv extensions, Netflix, Twitter, Bing, Get Glue, public sources, Browsers, Privacy, Data mining, Taxonomy, History, Web sites, Advertising, Privacy, Software Verification, Personalization, Web Applications,"
IEEE Security and Privacy 2011,I Still Know What You Visited Last Summer: Leaking Browsing History via User Interaction and Side Channel Attacks,"History sniffing attacks allow web sites to learn about users' visits to other sites. The major browsers have recently adopted a defense against the current strategies for history sniffing. In a user study with 307 participants, we demonstrate that history sniffing remains feasible via interactive techniques which are not covered by the defense. While these techniques are slower and cannot hope to learn as much about users' browsing history, we see no practical way to defend against them.","online front-ends, security of data, Web sites, side channel attacks, history sniffing attacks, Web sites, interactive techniques, history browsing, History, Browsers, Color, Cascading style sheets, Probes, Security, Servers, privacy, web security, browsing history,"
IEEE Security and Privacy 2011,Verification of Information Flow and Access Control Policies with Dependent Types,"We present Relational Hoare Type Theory (RHTT), a novel language and verification system capable of expressing and verifying rich information flow and access control policies via dependent types. We show that a number of security policies which have been formalized separately in the literature can all be expressed in RHTT using only standard type-theoretic constructions such as monads, higher-order functions, abstract types, abstract predicates, and modules. Example security policies include conditional declassification, information erasure, and state-dependent information flow and access control. RHTT can reason about such policies in the presence of dynamic memory allocation, deallocation, pointer aliasing and arithmetic. The system, theorems and examples have all been formalized in Coq.","authorisation, formal verification, information flow verification, access control policies, dependent types, RHTT, Relational Hoare Type Theory, verification system, language system, information flow, security policies, higher order functions, abstract types, abstract predicates, modules, dynamic memory allocation, deallocation, pointer aliasing, pointer arithmetic, Access control, Shape, Context, Semantics, Resource management, Dynamic scheduling, Information Flow, Access Control, Type Theory,"
IEEE Security and Privacy 2011,Inference of Expressive Declassification Policies,"We explore the inference of expressive human-readable declassification policies as a step towards providing practical tools and techniques for strong language-based information security. Security-type systems can enforce expressive information-security policies, but can require enormous programmer effort before any security benefit is realized. To reduce the burden on the programmer, we focus on inference of expressive yet intuitive information-security policies from programs with few programmer annotations. We define a novel security policy language that can express what information a program may release, under what conditions (or, when) such release may occur, and which procedures are involved with the release (or, where in the code the release occur). We describe a dataflow analysis for precisely inferring these policies, and build a tool that instantiates this analysis for the Java programming language. We validate the policies, analysis, and our implementation by applying the tool to a collection of simple Java programs.","data flow analysis, inference mechanisms, Java, security of data, expressive human-readable declassification policies, language-based information security, security-type systems, security policy language, dataflow analysis, Java programming language, Observers, Semantics, Java, Syntactics, Information security, declassification policies, information flow, language-based security, inference of security policies,"
IEEE Security and Privacy 2011,The Complexity of Intransitive Noninterference,"The paper considers several definitions of information flow security for intransitive policies from the point of view of the complexity of verifying whether a finite-state system is secure. The results are as follows. Checking (i) P-security (Goguen and Meseguer), (ii) IP-security (Haigh and Young), and (iii) TA-security (van der Meyden) are all in PTIME, while checking TO-security (van der Meyden) is undecidable. The most important ingredients in the proofs of the PTIME upper bounds are new characterizations of the respective security notions, which also enable the algorithms to return simple counterexamples demonstrating insecurity. Our results for IP-security improve a previous doubly exponential bound of Hadj-Alouane et al.","computational complexity, finite state machines, security of data, intransitive noninterference, information flow security, finite-state system, P-security, IP-security, TA-security, PTIME, TO-security, Cryptography, Complexity theory, Semantics, Resource management, System analysis and design, Access control, noninterference, information flow, verification,"
IEEE Security and Privacy 2011,"SCION: Scalability, Control, and Isolation on Next-Generation Networks","We present the first Internet architecture designed to provide route control, failure isolation, and explicit trust information for end-to-end communications. SCION separates ASes into groups of independent routing sub-planes, called trust domains, which then interconnect to form complete routes. Trust domains provide natural isolation of routing failures and human misconfiguration, give endpoints strong control for both inbound and outbound traffic, provide meaningful and enforceable trust, and enable scalable routing updates with high path freshness. As a result, our architecture provides strong resilience and security properties as an intrinsic consequence of good design principles, avoiding piecemeal add-on protocols as security patches. Meanwhile, SCION only assumes that a few top-tier ISPs in the trust domain are trusted for providing reliable end-to-end communications, thus achieving a small Trusted Computing Base. Both our security analysis and evaluation results show that SCION naturally prevents numerous attacks and provides a high level of resilience, scalability, control, and isolation.","computer network security, Internet, next generation networks, SCION, Internet architecture, next-generation networks, route control, failure isolation, trust information, trust domains, trusted computing base, Routing, Routing protocols, Security, Peer to peer computing, Computer architecture, Internet, Law,"
